receiptId,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
5ff1e1c50a720f052300056c,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,100.0,2021-01-02 15:25:22.304,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1a10a720f0523000568,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:40:16.256,2021-01-03 15:40:16.256,2021-01-03 15:24:58.752,750.0,2021-01-01 23:59:07.776,5.0,FINISHED,50.0,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,,2021-01-03 15:24:58.752,,8850.0,2021-02-03 15:23:44.000,10.0,FLAGGED,290.0,5ff1e194b6a9d73a3a9f1052
5ff1e1b20a7214ada100055a,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,300.0,2021-02-03 15:23:44.000,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1b40a7214ada100055b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,750.0,2021-01-02 15:25:22.304,1.0,FLAGGED,1.0,5ff1e1b4cfcf6c399c274a54
5ff1e1eb0a720f0523000576,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,300.0,2021-01-03 00:00:55.296,2.0,FINISHED,26.0,5ff1e1eacfcf6c399c274ae6
5ff1e1c80a720f052300056d,5.0,All-receipts receipt bonus,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,5.0,2021-01-02 15:25:22.304,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1ec0a7214ada100056c,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,150.0,2021-01-03 00:00:55.296,2.0,FINISHED,21.0,5ff1e1eacfcf6c399c274ae6
5ff1e1d70a720f0523000571,40.0,COMPLETE_PARTNER_RECEIPT,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,185.0,2021-01-02 15:25:22.304,2.0,FINISHED,2.0,5ff1e194b6a9d73a3a9f1052
5ff1e1c60a7214ada100055e,5.0,All-receipts receipt bonus,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,5.0,2021-01-02 15:25:22.304,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a7214ada1000570,5.0,All-receipts receipt bonus,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,5.0,2021-01-03 00:00:55.296,5.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
5ff1e1cf0a720f0523000570,5.0,All-receipts receipt bonus,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,5.0,2021-01-02 15:25:22.304,2.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1e10a720f0523000572,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,35.0,2021-01-02 15:25:22.304,1.0,FINISHED,1.0,5ff1e194b6a9d73a3a9f1052
5ff1e1d40a7214ada1000562,,,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,,2021-01-03 15:24:58.752,,,2017-10-30 00:00:05.120,3.0,REJECTED,3.0,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a720f0523000578,5.0,All-receipts receipt bonus,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,2021-01-03 15:24:58.752,5.0,2021-01-03 00:00:55.296,4.0,FINISHED,27.0,5ff1e1eacfcf6c399c274ae6
5ff371030a7214ada10005a5,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,650.0,2020-12-19 23:59:51.808,10.0,FINISHED,10.0,5ff370c562fde912123a5e0e
5ff36dcc0a720f05230005b1,5.0,All-receipts receipt bonus,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,55.0,2021-01-04 19:33:37.408,1.0,FINISHED,0.99,5ff36d0362fde912123a5535
5ff36c750a7214ada100058f,,,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,500.0,2021-01-03 19:29:38.816,9.0,FINISHED,89.91,5ff36be7135e7011bcb856d3
5ff36d860a720f05230005a7,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,50.0,2021-01-03 19:34:00.960,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff36d9f0a720f05230005ab,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,50.0,2020-12-19 19:33:21.024,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
5ff36adb0a720f0523000590,,,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,250.0,2020-12-30 06:00:45.312,5.0,FINISHED,49.95,5ff36a3862fde912123a4460
5ff36da00a7214ada100059b,5.0,All-receipts receipt bonus,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,5.0,2021-01-03 19:34:00.960,1.0,FINISHED,1.0,5ff36d0362fde912123a5535
5ff36dc40a7214ada100059f,5.0,All-receipts receipt bonus,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,355.0,2021-01-03 19:34:00.960,9.0,FINISHED,89.91,5ff36d0362fde912123a5535
5ff3710b0a7214ada10005a7,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,600.0,2021-01-03 19:49:18.464,9.0,FINISHED,89.91,5ff370c562fde912123a5e0e
5ff371410a7214ada10005ba,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,350.0,2021-01-03 19:49:18.464,1.0,FINISHED,1.0,5ff370c562fde912123a5e0e
5ff36c8b0a720f05230005a1,5.0,All-receipts receipt bonus,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,5.0,2021-01-03 19:29:38.816,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff36c550a7214ada1000588,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,750.0,2021-01-01 05:59:58.208,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
5ff36acb0a720f052300058d,5.0,All-receipts receipt bonus,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,55.0,2021-01-03 19:20:54.528,9.0,FINISHED,89.91,5ff36a3862fde912123a4460
5ff371450a7214ada10005bd,5.0,All-receipts receipt bonus,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,5.0,2020-12-24 06:00:55.552,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
5ff36d9d0a720f05230005aa,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,225.0,2021-01-01 05:59:58.208,5.0,FINISHED,25.0,5ff36d0362fde912123a5535
5ff36c590a7214ada1000589,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,275.0,2020-12-30 06:00:45.312,5.0,FINISHED,25.0,5ff36be7135e7011bcb856d3
5ff29be20a7214ada1000571,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-04 04:37:57.888,2021-01-04 04:37:57.888,2021-01-04 04:40:08.960,2021-01-04 04:40:08.960,2021-01-04 04:40:08.960,25.0,2021-01-03 00:00:55.296,1.0,FINISHED,1.0,5964eb07e4b03efd0c0f267b
5ff36c6d0a720f0523000597,5.0,All-receipts receipt bonus,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,5.0,2021-01-03 19:29:38.816,4.0,FINISHED,18.2,5ff36be7135e7011bcb856d3
5ff36a830a7214ada100057b,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:20:30.976,2021-01-04 19:20:30.976,2021-01-04 19:20:30.976,2021-01-04 19:20:30.976,2021-01-04 19:20:30.976,100.0,2020-12-19 19:20:14.592,1.0,FINISHED,1.0,5ff36a3862fde912123a4460
5ff36c570a720f0523000593,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,250.0,2021-01-03 19:27:27.744,1.0,FINISHED,10.0,5ff36be7135e7011bcb856d3
5ff3713c0a7214ada10005b6,,,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,350.0,2021-01-03 19:49:18.464,1.0,FINISHED,10.0,5ff370c562fde912123a5e0e
5ff371130a7214ada10005aa,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,100.0,2021-01-04 19:48:54.912,1.0,FINISHED,0.99,5ff370c562fde912123a5e0e
5ff370f00a7214ada10005a3,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,2021-01-04 19:48:54.912,500.0,2020-12-20 23:59:28.256,5.0,FINISHED,49.95,5ff370c562fde912123a5e0e
5ff36c8d0a7214ada1000591,5.0,All-receipts receipt bonus,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,2021-01-04 19:29:15.264,5.0,2021-01-03 19:29:38.816,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff36ad40a7214ada1000585,5.0,All-receipts receipt bonus,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,2021-01-04 19:22:42.048,55.0,2021-01-04 19:22:42.048,1.0,FINISHED,0.99,5ff36a3862fde912123a4460
5ff36dcb0a7214ada10005a0,5.0,All-receipts receipt bonus,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,2021-01-04 19:33:37.408,5.0,2021-01-03 19:34:00.960,1.0,FINISHED,9.99,5ff36d0362fde912123a5535
5ff4ce430a7214ada10005d8,5.0,All-receipts receipt bonus,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,5.0,2021-01-05 00:00:08.192,4.0,FINISHED,25.0,5ff4ce3dc3d63511e2a484dc
5ff4ce400a7214ada10005d5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,150.0,2021-01-05 00:00:08.192,5.0,FINISHED,27.0,5ff4ce3dc3d63511e2a484dc
5ff4a4ca0a7214ada10005d0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:41:49.184,2021-01-05 17:41:49.184,,2021-01-05 17:41:49.184,,750.0,2020-09-12 23:59:00.608,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc
5ff473de0a720f05230005bd,5.0,All-receipts receipt bonus,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,5.0,2020-12-23 14:12:50.304,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff4ce8c0a7214ada10005e6,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,35.0,2021-01-04 20:39:09.568,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
5ff4ce3d0a7214ada10005d3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,750.0,2021-01-05 00:00:08.192,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
5ff473b40a7214ada10005c5,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,50.0,2021-01-04 14:12:29.824,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881
5ff4ce3a0a7214ada10005d2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,750.0,2021-01-05 00:00:08.192,2.0,FINISHED,21.0,5ff4ce3ac1e2d0121a9b2fb3
5ff473a90a7214ada10005c2,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,275.0,2020-12-31 06:00:21.760,5.0,FINISHED,25.0,5ff47392c3d63511e2a47881
5ff473b10a7214ada10005c4,,,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,250.0,2021-01-02 05:59:34.656,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff475820a7214ada10005cf,,,2021-01-05 14:20:50.560,2021-01-05 14:20:50.560,,2021-01-05 14:20:50.560,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
5ff4ce550a7214ada10005db,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,300.0,2021-01-04 20:39:09.568,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
5ff4ce430a720f05230005c9,5.0,All-receipts receipt bonus,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,5.0,2021-01-05 00:00:08.192,1.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
5ff473d40a7214ada10005c9,5.0,All-receipts receipt bonus,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,5.0,2021-01-05 14:12:06.272,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
5ff473f60a7214ada10005ce,,,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,250.0,2020-12-31 06:00:21.760,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff473cf0a7214ada10005c8,5.0,All-receipts receipt bonus,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,305.0,2021-01-04 14:12:29.824,1.0,FINISHED,9.99,5ff47392c3d63511e2a47881
5ff473e40a7214ada10005cc,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,50.0,2021-01-04 14:12:29.824,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff473d00a720f05230005bb,5.0,All-receipts receipt bonus,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,55.0,2021-01-05 14:12:06.272,1.0,FINISHED,0.99,5ff47392c3d63511e2a47881
5ff473b20a720f05230005b7,5.0,All-receipts receipt bonus,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,5.0,2020-12-25 06:00:32.000,5.0,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff473ad0a7214ada10005c3,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,50.0,2021-01-04 14:12:29.824,1.0,FINISHED,1.0,5ff47392c3d63511e2a47881
5ff4ce640a7214ada10005e0,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,25.0,2021-02-05 20:39:42.336,1.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
5ff4ce3f0a720f05230005c6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,300.0,2021-01-05 00:00:08.192,2.0,FINISHED,29.0,5ff4ce3dc3d63511e2a484dc
5ff4ce4e0a7214ada10005da,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,2021-01-05 20:38:46.016,500.0,2021-01-04 20:39:09.568,2.0,FINISHED,1.0,5ff4ce33c3d63511e2a484b6
5ff473bc0a720f05230005b8,,,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,2021-01-05 14:12:06.272,91.2,2021-01-04 14:12:29.824,4.0,FINISHED,18.2,5ff47392c3d63511e2a47881
5ff4a80e0a720f05230005c2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05 17:54:55.616,2021-01-05 17:54:55.616,2021-01-05 17:54:55.616,2021-01-05 17:54:55.616,2021-01-05 17:54:55.616,750.0,2020-12-30 00:00:18.432,2.0,FINISHED,34.96,5fbc35711d967d1222cbfefc
5ff5d1da0a7214ada10005f8,5.0,All-receipts receipt bonus,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,5.0,2020-12-21 15:06:03.136,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
5ff5d1d40a7214ada10005f4,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,825.0,2021-01-06 15:06:19.520,5.0,FINISHED,25.0,5ff5d15aeb7c7d12096d91a2
5ff5d1a00a7214ada10005ed,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:04:08.448,2021-01-06 15:04:08.448,2021-01-06 15:04:08.448,2021-01-06 15:04:08.448,2021-01-06 15:04:08.448,50.0,2021-01-05 15:04:32.000,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff5ecb90a7214ada10005f9,,,2021-01-06 16:59:55.264,2021-01-06 16:59:55.264,,2021-01-06 16:59:55.264,,,,,SUBMITTED,,5a43c08fe4b014fd6b6a0612
5ff5d1e20a720f05230005da,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,50.0,2021-01-05 15:06:43.072,1.0,FINISHED,1.0,5ff5d15aeb7c7d12096d91a2
5ff5d1e10a720f05230005d9,5.0,All-receipts receipt bonus,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,2021-01-06 15:06:19.520,5.0,2020-12-26 06:00:08.448,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
